"subj";"cloze";"item";"n400";"cloze_ans";"N"
28;0.07;73;-10.67;3;44
28;0.27;68;-10.91;12;44
28;0;69;8.95;0;44
28;0.97;79;-10.4;43;44
28;0.6;75;5.98;26;44
28;0.03;70;-24.9;1;44
29;0;6;1.62;0;44
29;1;19;-16.56;44;44
29;1;3;-13.91;44;44
29;1;12;-18.81;44;44
29;0.03;9;-6.58;1;44
29;0;18;3.02;0;44
29;0;17;-3.67;0;44
29;0.9;20;-1.05;40;44
29;0.03;2;1.77;1;44
29;0.87;11;25.44;38;44
29;0.97;8;-12.52;43;44
29;0;5;-4.04;0;44
29;0.93;4;-6.65;41;44
29;0;14;12.45;0;44
29;0.8;7;21.35;35;44
29;0;1;0.56;0;44
29;0.9;15;9.88;40;44
29;0.93;16;7.16;41;44
29;0.9;29;18.78;40;44
29;0.9;29;18.78;40;44
29;0;37;-1.33;0;44
29;0.77;36;-4.89;34;44
29;0.93;23;-2.57;41;44
29;0.97;39;1.84;43;44
29;0;26;8.63;0;44
29;0;25;5.53;0;44
29;0.93;40;11.1;41;44
29;0.97;27;2.89;43;44
29;0.97;35;18.01;43;44
29;0.17;22;13.15;7;44
29;0;30;4.92;0;44
29;0.93;24;-10.54;41;44
29;0.8;32;15.47;35;44
29;0;38;-9.35;0;44
29;0;33;9.19;0;44
29;0.03;21;-1.59;1;44
29;0.77;31;4.67;34;44
29;0.9;51;5.38;40;44
29;0.73;59;20.37;32;44
29;0.2;46;-13.15;9;44
29;0.03;50;-3.38;1;44
29;0.3;54;5.8;13;44
29;0.9;60;8.64;40;44
29;0.93;55;16.94;41;44
29;0.93;43;6.6;41;44
29;0.5;49;-3.27;22;44
29;0.87;52;14.76;38;44
29;0.9;44;14.94;40;44
29;0;58;4.37;0;44
29;0.07;53;-15.99;3;44
29;0.87;48;5.38;38;44
29;0.93;56;-1.73;41;44
29;0.13;42;2.03;6;44
29;0.07;41;-9.14;3;44
29;1;47;2.17;44;44
29;0.17;45;1.07;7;44
29;0;57;9.27;0;44
29;0.9;72;9.61;40;44
29;0.93;77;-10.94;41;44
29;0.03;70;17.37;1;44
29;0.07;65;3.97;3;44
29;0.87;67;6.17;38;44
29;0.83;78;-9.58;37;44
29;0.27;68;31.33;12;44
29;0.07;66;22.66;3;44
29;0;74;-18.51;0;44
29;0.83;63;-8.1;37;44
29;0;61;2.1;0;44
29;0.97;80;22.76;43;44
29;0;69;0.18;0;44
29;0.5;64;1.94;22;44
29;0.9;76;-20.51;40;44
29;0;62;2.79;0;44
29;0.9;71;28;40;44
29;0.07;73;6.27;3;44
29;0.97;79;19.2;43;44
29;0.6;75;14.06;26;44
30;0;16;8.44;0;44
30;0.8;10;-5.45;35;44
30;0.13;12;3.98;6;44
30;0.97;1;14.37;43;44
30;0.87;18;15.55;38;44
30;0.2;4;17.05;9;44
30;0;20;-0.78;0;44
30;0;7;-8.37;0;44
30;0.93;9;19.95;41;44
30;0;19;-0.73;0;44
30;1;6;11.95;44;44
30;0.97;13;-6.85;43;44
30;0.62;17;18.09;27;44
30;0.07;11;15.01;3;44
30;1;2;12.21;44;44
30;0;15;-3.37;0;44
30;0.93;5;19.57;41;44
30;0.34;8;13.18;15;44
30;0.07;3;7.19;3;44
30;0;40;3.47;0;44
30;0.67;28;1.15;29;44
30;0.07;36;4.74;3;44
30;0.03;32;-14.68;1;44
30;0.97;25;-0.24;43;44
30;0.97;34;18.87;43;44
30;0.93;38;-5.98;41;44
30;0.77;21;11.75;34;44
30;0.9;29;14.54;40;44
30;0.9;29;14.54;40;44
30;0.4;24;4.7;18;44
30;0.53;22;18.71;23;44
30;0.03;23;-1.09;1;44
30;0;31;14.65;0;44
30;0.87;26;6.72;38;44
30;0.8;37;31.69;35;44
30;0;27;-0.06;0;44
30;0;35;-4.47;0;44
30;0.9;30;15.81;40;44
30;0.53;33;7.69;23;44
30;0;39;0.23;0;44
30;0.6;55;-4.96;26;44
30;0;56;1.57;0;44
30;0.93;53;-6.1;41;44
30;0;48;-22.01;0;44
30;0.73;58;36.97;32;44
30;0.47;44;-10.49;21;44
30;0.37;42;22.18;16;44
30;0.69;57;-3.47;30;44
30;0.4;49;26.74;18;44
30;0.37;50;10.46;16;44
30;1;41;16.34;44;44
30;0.67;45;4.54;29;44
30;0.63;46;2.01;28;44
30;0.03;51;12.11;1;44
30;0.27;60;28.88;12;44
30;0.13;47;-8.18;6;44
30;0.4;43;3.29;18;44
30;0.07;59;-5.13;3;44
30;0;52;3.74;0;44
30;0.23;66;0.9;10;44
30;0;67;19.49;0;44
30;0.97;78;9.14;43;44
30;0;75;1.58;0;44
30;0.93;69;10.85;41;44
30;0;76;17;0;44
30;0.77;64;25.02;34;44
30;0.1;68;0.52;4;44
30;0.8;73;6.39;35;44
30;1;77;-17.12;44;44
30;0.93;74;4.8;41;44
30;0;80;7.65;0;44
30;0.34;61;10.56;15;44
30;0.93;65;9.58;41;44
30;0;79;7.31;0;44
30;0;72;-26.08;0;44
30;0.7;62;-17.16;31;44
30;0;71;21.53;0;44
30;0.57;70;-11.61;25;44
31;0.8;10;21.93;35;44
31;0;15;9.33;0;44
31;0.93;9;-7.74;41;44
31;1;6;22.31;44;44
31;0.13;12;-4.65;6;44
31;0.07;3;16.93;3;44
31;1;2;15.09;44;44
31;0.87;18;24.25;38;44
31;0;20;23.72;0;44
31;0.34;8;13.77;15;44
31;0;19;-9.27;0;44
31;0.62;17;-0.38;27;44
31;0.93;5;4.74;41;44
31;0;16;11.55;0;44
31;0.9;14;5.63;40;44
31;0.97;13;12.02;43;44
31;0.07;11;6.78;3;44
31;0.2;4;-5.03;9;44
31;0.97;1;3.72;43;44
31;0;7;-1.11;0;44
31;0.4;24;-1.96;18;44
31;0.93;38;10.11;41;44
31;0.67;28;-2.71;29;44
31;0.53;22;2.2;23;44
31;0.97;34;11.47;43;44
31;0;35;7.86;0;44
31;0;39;18.15;0;44
31;0.77;21;13.83;34;44
31;0.03;32;13.2;1;44
31;0.8;37;4.48;35;44
31;0.07;36;7.02;3;44
31;0.03;23;24.72;1;44
31;0;40;1.91;0;44
31;0.9;29;-5.32;40;44
31;0.9;29;-5.32;40;44
31;0.97;25;27.38;43;44
31;0.87;26;7.19;38;44
31;0;31;0.04;0;44
31;0.9;30;-22.72;40;44
31;0.53;33;-2.05;23;44
31;0;27;34.14;0;44
31;0.77;54;32.15;34;44
31;0.03;51;14.61;1;44
31;0.47;44;8.95;21;44
31;0.4;43;7.33;18;44
31;0.73;58;-0.61;32;44
31;0.67;45;10.98;29;44
31;0.63;46;3.29;28;44
31;0;52;-12.37;0;44
31;0.6;55;17.45;26;44
31;1;41;32.36;44;44
31;0.4;49;-18.96;18;44
31;0.07;59;8.59;3;44
31;0.13;47;-2.56;6;44
31;0.69;57;-0.65;30;44
31;0;48;1.5;0;44
31;0.37;42;2.84;16;44
31;0.27;60;14.56;12;44
31;0;56;0.66;0;44
31;0.93;53;-17.19;41;44
31;0.37;50;-9.05;16;44
31;0;72;10.32;0;44
31;0.93;69;27.31;41;44
31;0;75;13.1;0;44
31;0.1;68;4.53;4;44
31;0.97;78;11.02;43;44
31;0.93;65;24.32;41;44
31;0.8;73;10.93;35;44
31;0.57;70;-2.07;25;44
31;0;79;17.38;0;44
31;0;80;7.27;0;44
31;0.77;64;13.35;34;44
31;0;63;19.93;0;44
31;1;77;11.27;44;44
31;0;71;-9.23;0;44
31;0;76;4.73;0;44
31;0.93;74;8.69;41;44
31;0.23;66;-4.66;10;44
31;0;67;6.11;0;44
31;0.34;61;21.51;15;44
31;0.7;62;15.69;31;44
32;0;16;6.94;0;44
32;0.07;11;3.69;3;44
32;0.97;1;19.38;43;44
32;0.97;13;32.16;43;44
32;0.8;10;8.03;35;44
32;0.2;4;-11.73;9;44
32;1;6;-9.95;44;44
32;0;20;-11;0;44
32;0.62;17;9.72;27;44
32;0.9;14;-12.7;40;44
32;0.07;3;2.08;3;44
32;0.13;12;-2.71;6;44
32;0.93;9;0.07;41;44
32;0;15;0.68;0;44
32;0.34;8;-13.5;15;44
32;0;7;-6.81;0;44
32;0;19;18.11;0;44
32;0.93;5;0.24;41;44
32;1;2;16.61;44;44
32;0.87;18;-2.79;38;44
32;0;39;6.78;0;44
32;0.07;36;-0.34;3;44
32;0;35;1.63;0;44
32;0;40;3.57;0;44
32;0.67;28;3.52;29;44
32;0;31;-1.89;0;44
32;0.9;30;1.3;40;44
32;0.87;26;-2.86;38;44
32;0.4;24;-6.55;18;44
32;0.03;32;2.1;1;44
32;0;27;-4.02;0;44
32;0.93;38;17.35;41;44
32;0.53;33;-4.39;23;44
32;0.77;21;14.23;34;44
32;0.97;34;-18.64;43;44
32;0.53;22;9.64;23;44
32;0.8;37;8.75;35;44
32;0.9;29;10.65;40;44
32;0.9;29;10.65;40;44
32;0.97;25;2.94;43;44
32;0.03;23;3.81;1;44
32;0.4;43;20.63;18;44
32;1;41;7.93;44;44
32;0.27;60;31.77;12;44
32;0.4;49;6.31;18;44
32;0.93;53;-3.9;41;44
32;0;48;7.82;0;44
32;0.07;59;17.59;3;44
32;0;52;-6.38;0;44
32;0.77;54;1.73;34;44
32;0;56;16.11;0;44
32;0.63;46;-2.56;28;44
32;0.03;51;-6.8;1;44
32;0.37;42;2.96;16;44
32;0.67;45;12.25;29;44
32;0.13;47;2.58;6;44
32;0.37;50;10.88;16;44
32;0.69;57;-17.49;30;44
32;0.73;58;3.42;32;44
32;0.6;55;-11.43;26;44
32;0.47;44;2.89;21;44
32;0.93;65;2.7;41;44
32;0.97;78;12.82;43;44
32;0.93;74;9.88;41;44
32;0.93;69;21.99;41;44
32;0;79;3.79;0;44
32;0.77;64;-5.49;34;44
32;0.8;73;8.63;35;44
32;0;63;7.07;0;44
32;0.23;66;-2.21;10;44
32;0;75;23.12;0;44
32;0.7;62;13.95;31;44
32;0.1;68;-3.14;4;44
32;1;77;3.48;44;44
32;0;72;14.8;0;44
32;0;71;17.5;0;44
32;0.34;61;4.03;15;44
32;0.57;70;9.82;25;44
32;0;80;-0.96;0;44
32;0;67;-3.64;0;44
32;0;76;-4.4;0;44
33;0;1;17.14;0;44
33;0.03;2;27.1;1;44
33;0;6;6.23;0;44
33;1;3;27.6;44;44
33;0.8;7;14.39;35;44
33;0;5;-11.06;0;44
33;0.87;11;13.29;38;44
33;0;13;6.69;0;44
33;0.03;9;-0.23;1;44
33;1;12;23.42;44;44
33;0.03;10;29.8;1;44
33;0;14;-7.42;0;44
33;1;19;7.3;44;44
33;0.9;15;-7.52;40;44
33;0.93;4;14.1;41;44
33;0;17;12.39;0;44
33;0;18;1.56;0;44
33;0.97;8;1.91;43;44
33;0.9;20;25.71;40;44
33;0;25;17.43;0;44
33;0.03;21;-8.84;1;44
33;0.93;23;3.49;41;44
33;0.93;24;2.4;41;44
33;0.3;34;-2.77;13;44
33;0.77;36;-11.84;34;44
33;0;38;-10.59;0;44
33;0;37;14.29;0;44
33;0.8;32;2.77;35;44
33;0.9;29;12.88;40;44
33;0.9;29;12.88;40;44
33;0.97;39;3.92;43;44
33;0.93;40;16.15;41;44
33;0.27;28;13.66;12;44
33;0.17;22;29.85;7;44
33;0.97;35;19.37;43;44
33;0.77;31;27.41;34;44
33;0;33;5.66;0;44
33;0;26;8.31;0;44
33;0;30;1.18;0;44
33;0.97;27;11.3;43;44
33;0.73;59;4.31;32;44
33;0.3;54;-11.23;13;44
33;0.2;46;22.52;9;44
33;1;47;1.06;44;44
33;0.9;60;19.25;40;44
33;0.13;42;-0.15;6;44
33;0.87;52;9.51;38;44
33;0.03;50;27.86;1;44
33;0.07;41;32.75;3;44
33;0.17;45;17.67;7;44
33;0.93;56;1.08;41;44
33;0;57;2.97;0;44
33;0.5;49;-0.15;22;44
33;0.9;51;4.24;40;44
33;0.9;44;9.88;40;44
33;0.93;43;3.57;41;44
33;0.07;53;13.14;3;44
33;0.93;55;9.3;41;44
33;0;58;17.13;0;44
33;0.5;64;1.99;22;44
33;0.97;79;7.3;43;44
33;0.97;80;14.66;43;44
33;0.87;67;8.93;38;44
33;0.83;63;13.75;37;44
33;0.07;66;1.02;3;44
33;0.6;75;10.11;26;44
33;0.9;71;-10.44;40;44
33;0;61;1.17;0;44
33;0.83;78;-4.18;37;44
33;0.03;70;-0.4;1;44
33;0;69;4.05;0;44
33;0;62;17.13;0;44
33;0.07;73;8.98;3;44
33;0.9;72;-12.85;40;44
33;0.07;65;-5.11;3;44
33;0.93;77;8.48;41;44
33;0.9;76;10.33;40;44
33;0.27;68;17.26;12;44
33;0;74;10.09;0;44
34;1;19;4.14;44;44
34;0.03;2;2.72;1;44
34;0.87;11;8.47;38;44
34;1;12;16.13;44;44
34;0.03;9;1;1;44
34;0;5;13.38;0;44
34;0.8;7;18.16;35;44
34;0.97;8;6.41;43;44
34;0;6;13.66;0;44
34;0;13;23.37;0;44
34;0;18;-3.69;0;44
34;0;17;15.38;0;44
34;0.93;4;9.82;41;44
34;1;3;6.82;44;44
34;0;14;13.74;0;44
34;0;1;-0.03;0;44
34;0.9;15;5.15;40;44
34;0.9;20;1.81;40;44
34;0.93;16;7.47;41;44
34;0.03;10;6.12;1;44
34;0.97;39;11.19;43;44
34;0.17;22;16.48;7;44
34;0.77;31;18.88;34;44
34;0;37;9.62;0;44
34;0;30;-4.87;0;44
34;0.97;27;9.25;43;44
34;0.77;36;14.36;34;44
34;0.3;34;-1.49;13;44
34;0;25;-4.21;0;44
34;0.93;40;-1.94;41;44
34;0.93;24;2.7;41;44
34;0;26;-5.77;0;44
34;0.97;35;-4.44;43;44
34;0.93;23;-17.67;41;44
34;0.8;32;9.24;35;44
34;0.03;21;1.47;1;44
34;0.9;29;6.37;40;44
34;0.9;29;6.37;40;44
34;0;38;11.46;0;44
34;0;33;12.23;0;44
34;0.9;60;14.39;40;44
34;0.07;53;4.02;3;44
34;0.87;52;-3.54;38;44
34;0.17;45;19.7;7;44
34;0.9;51;5.58;40;44
34;0.9;44;4.45;40;44
34;0.3;54;8.56;13;44
34;0.87;48;7.92;38;44
34;0.07;41;9.68;3;44
34;0;57;-3.98;0;44
34;0;58;9.65;0;44
34;0.93;56;-2.74;41;44
34;0.2;46;13.65;9;44
34;0.13;42;-1.07;6;44
34;0.93;43;5.66;41;44
34;1;47;-6.62;44;44
34;0.03;50;4.94;1;44
34;0.73;59;-1.85;32;44
34;0.93;55;10.95;41;44
34;0.5;49;-4.89;22;44
34;0.97;79;4.05;43;44
34;0.97;80;3.04;43;44
34;0.93;77;13.56;41;44
34;0.07;65;10.56;3;44
34;0;62;-5.25;0;44
34;0.6;75;19.49;26;44
34;0.9;72;-0.3;40;44
34;0.07;73;1.27;3;44
34;0;61;14.32;0;44
34;0.27;68;8.25;12;44
34;0.83;63;14.61;37;44
34;0.83;78;12.2;37;44
34;0.87;67;19.75;38;44
34;0.9;76;0.17;40;44
34;0.5;64;4.51;22;44
34;0.07;66;17.16;3;44
34;0;74;-7.92;0;44
34;0.9;71;15.94;40;44
34;0.03;70;9.5;1;44
35;0.87;18;7.13;38;44
35;0.13;12;21.18;6;44
35;0.62;17;44.73;27;44
35;1;6;20.47;44;44
35;0;20;5.15;0;44
35;0;16;10.35;0;44
35;0.97;1;22.49;43;44
35;0.34;8;18.4;15;44
35;0.2;4;7.65;9;44
35;0.93;9;6.45;41;44
35;0.07;3;-6.72;3;44
35;0.07;11;18.38;3;44
35;0;19;-3.67;0;44
35;1;2;2.18;44;44
35;0;7;19.14;0;44
35;0.93;5;10.09;41;44
35;0.97;13;-3.1;43;44
35;0.8;10;7.38;35;44
35;0.9;14;21.23;40;44
35;0;39;-12.3;0;44
35;0.77;21;19.7;34;44
35;0;31;-4.75;0;44
35;0.87;26;9.38;38;44
35;0.8;37;4.71;35;44
35;0.97;25;8.95;43;44
35;0.97;34;26.95;43;44
35;0;35;-11.48;0;44
35;0.03;23;9.59;1;44
35;0.9;30;16.34;40;44
35;0.07;36;2.56;3;44
35;0.03;32;3.96;1;44
35;0;27;2.17;0;44
35;0.53;22;21.29;23;44
35;0.53;33;7.41;23;44
35;0;40;-7.07;0;44
35;0.9;29;12.14;40;44
35;0.9;29;12.14;40;44
35;0.4;24;2.95;18;44
35;0.93;38;0.47;41;44
35;0.07;59;-17.64;3;44
35;0.03;51;2.58;1;44
35;0;48;9.2;0;44
35;0.4;43;4.38;18;44
35;0.93;53;24.94;41;44
35;0.73;58;-5.54;32;44
35;0.67;45;-11.75;29;44
35;1;41;10.83;44;44
35;0.37;50;7.33;16;44
35;0.13;47;-0.3;6;44
35;0.27;60;-2;12;44
35;0;52;-17.73;0;44
35;0.77;54;2.83;34;44
35;0.69;57;4.87;30;44
35;0.6;55;9.84;26;44
35;0.63;46;3.63;28;44
35;0.4;49;9.61;18;44
35;0.47;44;-8.18;21;44
35;0.37;42;21.32;16;44
35;0;56;9.03;0;44
35;0;79;-10.86;0;44
35;0.93;69;5.27;41;44
35;0.7;62;-6.82;31;44
35;0.57;70;-7.03;25;44
35;0;72;-0.98;0;44
35;0.93;65;-3.84;41;44
35;0.77;64;0.65;34;44
35;0.34;61;-3.75;15;44
35;0.8;73;12.08;35;44
35;0;75;-0.84;0;44
35;0.97;78;24.71;43;44
35;0.93;74;-6.56;41;44
35;1;77;3.09;44;44
35;0;71;-3.03;0;44
35;0.1;68;-1.71;4;44
35;0;63;-4.98;0;44
35;0;67;9.18;0;44
35;0.23;66;12.88;10;44
35;0;76;7.62;0;44
35;0;80;-17.29;0;44
36;1;6;23.71;44;44
36;0;15;-0.81;0;44
36;0.87;18;7.83;38;44
36;0.2;4;7.72;9;44
36;0;16;1.62;0;44
36;0.07;3;9.41;3;44
36;0.62;17;12.06;27;44
36;0;19;-8.76;0;44
36;0.97;1;-2.9;43;44
36;0.9;14;20.1;40;44
36;0.13;12;-13.4;6;44
36;0.97;13;4.76;43;44
36;0.34;8;3.44;15;44
36;1;2;4.08;44;44
36;0.93;5;2.47;41;44
36;0;20;10;0;44
36;0.8;10;11.56;35;44
36;0;7;10.76;0;44
36;0.93;9;-10.11;41;44
36;0.53;33;-10.84;23;44
36;0.03;23;-15.96;1;44
36;0.87;26;8.4;38;44
36;0;27;4.16;0;44
36;0.93;38;17.72;41;44
36;0;40;-18.63;0;44
36;0;31;3.73;0;44
36;0.9;29;19.44;40;44
36;0.9;29;19.44;40;44
36;0.67;28;-5.72;29;44
36;0.03;32;8.84;1;44
36;0.97;25;-11.39;43;44
36;0.9;30;9.43;40;44
36;0.77;21;2.53;34;44
36;0.53;22;12.15;23;44
36;0.8;37;5.91;35;44
36;0.07;36;-18.56;3;44
36;0.4;24;8.75;18;44
36;0;39;5.25;0;44
36;0;35;3.28;0;44
36;0.73;58;4.67;32;44
36;0.13;47;-2.43;6;44
36;0.69;57;-14.2;30;44
36;0.27;60;6.28;12;44
36;0.93;53;11.46;41;44
36;0.37;50;12.82;16;44
36;0.4;49;-3.3;18;44
36;0.47;44;-7.14;21;44
36;1;41;-7.67;44;44
36;0.77;54;3.86;34;44
36;0.67;45;11.37;29;44
36;0.6;55;19.25;26;44
36;0;56;2.6;0;44
36;0.63;46;-4.84;28;44
36;0.37;42;26.32;16;44
36;0.07;59;3.01;3;44
36;0;48;-5.13;0;44
36;0.4;43;18.71;18;44
36;0;52;-30.01;0;44
36;0.03;51;-1.8;1;44
36;0.97;78;4.8;43;44
36;0.8;73;-2.72;35;44
36;0;75;-1.38;0;44
36;0;76;-3.02;0;44
36;0.1;68;1.28;4;44
36;0.57;70;8.93;25;44
36;0;67;2.84;0;44
36;0;63;-21.6;0;44
36;0.93;74;11.29;41;44
36;0.34;61;2.21;15;44
36;0;72;1.04;0;44
36;0.93;69;13.54;41;44
36;0.93;65;5.6;41;44
36;0.7;62;11.51;31;44
36;1;77;-12.37;44;44
36;0;71;-12.63;0;44
36;0.23;66;5.24;10;44
36;0.77;64;-13.13;34;44
37;0;18;-6.95;0;44
37;0;5;-13.32;0;44
37;0.03;10;8.87;1;44
37;0;17;0.16;0;44
37;0.9;15;20.37;40;44
37;0.87;11;22.15;38;44
37;0.03;9;5.79;1;44
37;0;13;-12.15;0;44
37;0.93;16;-8.72;41;44
37;0.03;2;12.31;1;44
37;0;1;16.84;0;44
37;0.8;7;13.65;35;44
37;0.9;20;19.38;40;44
37;0.97;8;-7.83;43;44
37;0;6;-14.85;0;44
37;1;12;18.41;44;44
37;1;19;23.54;44;44
37;1;3;11.93;44;44
37;0;14;0.53;0;44
37;0.93;4;21.41;41;44
37;0;25;-6.97;0;44
37;0.97;39;-0.84;43;44
37;0.93;24;0.34;41;44
37;0;38;10.31;0;44
37;0.27;28;8.26;12;44
37;0;30;-1.88;0;44
37;0;37;3.3;0;44
37;0;33;-2.15;0;44
37;0.8;32;5.29;35;44
37;0.9;29;7.43;40;44
37;0.9;29;7.43;40;44
37;0.93;23;3.03;41;44
37;0.97;35;-1.04;43;44
37;0.93;40;3.09;41;44
37;0.97;27;3.05;43;44
37;0.3;34;1.98;13;44
37;0.77;36;6.94;34;44
37;0;26;2.3;0;44
37;0.03;21;12.4;1;44
37;0.07;41;16.9;3;44
37;0;57;9.45;0;44
37;0.9;60;3.01;40;44
37;0.13;42;5.45;6;44
37;0.9;44;29.04;40;44
37;0;58;-3.16;0;44
37;0.07;53;5.6;3;44
37;0.93;55;-10.04;41;44
37;0.5;49;8.62;22;44
37;0.2;46;-5.09;9;44
37;0.87;48;5.47;38;44
37;0.3;54;4.84;13;44
37;0.87;52;13.57;38;44
37;0.93;43;-1.47;41;44
37;0.73;59;-1.14;32;44
37;0.9;51;9.39;40;44
37;0;74;15.3;0;44
37;0.07;73;5.69;3;44
37;0.9;72;12.64;40;44
37;0.83;63;-6.31;37;44
37;0;61;-8.25;0;44
37;0.07;66;0.06;3;44
37;0.5;64;-0.09;22;44
37;0;62;25.35;0;44
37;0.93;77;2.37;41;44
37;0.83;78;12.68;37;44
37;0.03;70;-5.32;1;44
37;0.9;76;-1.7;40;44
37;0.07;65;-0.46;3;44
37;0.27;68;-26.85;12;44
37;0.87;67;-2.67;38;44
37;0.9;71;16.23;40;44
37;0;69;21.89;0;44
37;0.97;80;30.82;43;44
37;0.97;79;9;43;44
